Date ,Daily Mean Cloud Quantity (%),Daily Mean Relative Humidity (%),Daily Mean Temperature (°C),Daily Range of Temperature (°C),Daily Mean Wind Speed (km/h),Daily Total Rainfall (mm),Typhoon (Y/N)
6/26/2018,61,80,29.2,7.5,6.2,1.7,No
6/27/2018,63,78,29.2,4.5,6.8,Trace,No
6/28/2018,38,75,29.7,4.9,10.7,0,No
6/29/2018,73,76,30.1,4.1,16.5,Trace,No
6/30/2018,80,76,30.4,3.9,14.4,Trace,No
7/1/2018,81,77,30.2,4.9,13.7,4.1,No
7/2/2018,88,81,29.5,5,11.8,2.1,No
7/3/2018,88,81,29.7,3.5,9.5,15.4,No
7/4/2018,88,78,30.3,4.2,12.5,3.4,No
7/5/2018,88,78,30,3.2,9,1.5,No
7/6/2018,88,80,30.1,4.5,5.4,5,No
7/7/2018,87,84,29,3.6,5.5,5.2,No
7/8/2018,87,88,28.2,3.9,11.4,14.4,No
7/9/2018,83,85,28.2,5.9,19.3,11.3,No
7/10/2018,57,80,29,5.8,16.8,1.3,No
7/11/2018,56,74,29.6,5.6,8.4,0,No
7/12/2018,85,77,30,5.1,15.5,Trace,No
7/13/2018,92,93,26.7,2.8,14.8,50.4,No
7/14/2018,90,91,27,4.2,20.3,52.7,No
7/15/2018,92,89,26.6,3.3,27.8,67.4,No
7/16/2018,80,81,28.2,5.7,24.9,5.8,Yes
7/17/2018,83,78,30,7.4,19.1,6.5,Yes
7/18/2018,89,88,27.7,3.1,24.5,29.6,Yes
7/19/2018,85,87,27.9,3.1,21.4,17.3,Yes
7/20/2018,71,87,28.2,5.6,15.9,7.1,Yes
7/21/2018,54,75,29.5,5.7,8.3,0,Yes
7/22/2018,67,76,29,4.5,10,Trace,Yes
7/23/2018,81,87,28.4,4.9,9.5,30.8,Yes
7/24/2018,84,80,29.8,4,6.4,0.1,Yes
7/25/2018,70,83,29.4,4.7,11.6,2.7,No
7/26/2018,82,82,29.6,5,9.3,3.4,No
7/27/2018,77,78,29.8,5.3,8.5,0.3,No
7/28/2018,55,75,30.2,5.5,9.4,0,No
7/29/2018,41,73,30.2,6.4,7.9,0,No
7/30/2018,53,74,30.4,5.6,7.2,0,No
7/31/2018,65,76,30.2,6.1,12,3.3,No
8/1/2018,76,78,29.9,4.5,11,2.7,No
8/2/2018,79,78,30,6.3,12.6,6.1,No
8/3/2018,86,77,30.1,2.7,12.9,Trace,No
8/4/2018,80,79,29.8,5.2,5.7,5,No
8/5/2018,84,77,30.3,4.2,5.7,0.5,No
8/6/2018,84,76,30.2,5,5.8,0,No
8/7/2018,78,78,30,5.8,8.5,0,No
8/8/2018,72,75,30.3,6.8,15.4,0.5,No
8/9/2018,79,74,30.4,4.4,24.7,Trace,Yes
8/10/2018,91,92,27.2,3.5,12.8,47.9,Yes
8/11/2018,90,93,27,2.4,12.7,51.9,Yes
8/12/2018,90,93,26.9,2.3,15.3,18.9,Yes
8/13/2018,80,84,28.9,5.3,16.6,0.1,Yes
8/14/2018,89,90,27.6,3.5,17.5,32.9,Yes
8/15/2018,88,86,28.2,4.5,10.5,2.2,Yes
8/16/2018,88,89,27.8,2.3,9.9,3.2,Yes
8/17/2018,89,91,27.2,2.8,4.5,36.1,Yes
8/18/2018,88,84,28.4,5,5.3,21.8,No
8/19/2018,89,84,28.6,4,7.7,31.2,No
8/20/2018,91,88,27.8,4.4,6.7,61.1,No
8/21/2018,83,86,28.3,3.5,4.8,25.7,No
8/22/2018,71,83,28.5,7.1,10.5,26.4,No
8/23/2018,86,86,27.7,6.3,11.6,24.9,No
8/24/2018,83,82,29.1,6.3,9.5,0.1,No
8/25/2018,66,73,30.3,5.1,15.2,0,No
8/26/2018,86,77,28.9,5.9,7.5,80.2,No
8/27/2018,89,87,27,4.7,6.5,27.3,No
8/28/2018,93,93,26.3,4,5.5,71.6,No
8/29/2018,89,89,27.4,3.2,4.9,23.3,No
8/30/2018,90,87,28,2,4.2,6.3,No
8/31/2018,89,88,27.9,2,5.1,7.2,No
9/1/2018,89,93,26.3,2.9,4.2,32,No
9/2/2018,76,88,26.8,5.3,5.6,9.8,No
9/3/2018,70,82,27.7,4.9,6.3,0.3,No
9/4/2018,40,80,29.1,5,14.5,0,No
9/5/2018,54,79,29.8,5.2,9.4,0.1,No
9/6/2018,77,82,29.6,3.6,13.2,0,No
9/7/2018,76,80,29.4,3.2,6.5,Trace,Yes
9/8/2018,86,81,27.4,4,5.5,24.6,Yes
9/9/2018,86,76,27.1,5.9,11,16.7,Yes
9/10/2018,83,80,26.1,4,10,0.2,Yes
9/11/2018,46,65,28.2,7.5,6.3,0,Yes
9/12/2018,87,78,27.8,1.8,23.4,Trace,Yes
9/13/2018,69,84,27.7,4,21.1,2.5,Yes
9/14/2018,72,78,28.8,5,8.2,0,Yes
9/15/2018,59,65,30.7,8.3,13.9,Trace,Yes
9/16/2018,97,86,26.4,8.2,44.3,167.5,Yes
9/17/2018,93,89,27.5,4.6,14.3,12,Yes
9/18/2018,65,85,28.2,5.3,19,1.2,No
9/19/2018,43,77,28.6,5.2,4.7,0,No
9/20/2018,63,77,29,4.9,4.5,0,No
9/21/2018,33,71,29.2,4.5,5.8,0,No
9/22/2018,51,76,29.2,6.2,10.3,0,No
9/23/2018,76,78,29,4.8,11.8,Trace,No
9/24/2018,80,88,27,4.8,10.5,72.2,No
9/25/2018,82,80,27,5.4,13.4,34.5,No
9/26/2018,77,81,26.8,3.5,5.3,9.7,No
9/27/2018,88,77,27.3,4.2,7.3,Trace,No
9/28/2018,74,70,27.6,5.5,6.7,0,No
9/29/2018,26,60,27.4,7,7,0,No
9/30/2018,29,60,27.5,5.6,11.5,0,No
10/1/2018,70,70,26.8,6.4,10.6,2.9,No
10/2/2018,33,67,27.2,5.1,15.5,0,No
10/3/2018,30,68,26.9,5.5,13.8,0,No
10/4/2018,8,54,26.9,6.3,6.3,0,No
10/5/2018,16,40,27.1,7.8,8,0,No
10/6/2018,18,48,26.8,7.4,8.3,0,No
10/7/2018,43,69,27.1,5.4,14.7,0,No
10/8/2018,60,75,26.7,5.5,17.2,2,No
10/9/2018,72,78,26.5,4.2,12.9,0.6,No
10/10/2018,82,83,24.8,6.7,6.5,42.8,No
10/11/2018,88,72,23.2,2.4,10.7,0,No
10/12/2018,85,73,23.8,5.1,14.4,0.3,No
10/13/2018,86,72,24.7,4.1,19,0.4,No
10/14/2018,82,79,25.3,3.7,18.6,0.6,No
10/15/2018,83,84,25.6,3.6,13.3,31.4,No
10/16/2018,91,92,24.3,2.6,5,8.9,No
10/17/2018,90,84,23.5,3.3,7.9,1.5,No
10/18/2018,91,87,22.5,3,17.4,12.6,No
10/19/2018,87,77,24.2,3,27.9,0.2,No
10/20/2018,86,78,24,1.6,24.6,Trace,No
10/21/2018,49,77,24.8,4.1,18.4,Trace,Yes
10/22/2018,62,81,25,3.7,11.2,Trace,Yes
10/23/2018,78,79,25.3,3.3,9.4,0.1,Yes
10/24/2018,78,80,25.2,3.4,16.1,Trace,Yes
10/25/2018,54,79,25.5,3.3,16.5,0,Yes
10/26/2018,41,76,26.3,4.7,7.4,0,Yes
10/27/2018,53,61,25.4,4.2,10.5,0,Yes
10/28/2018,13,54,24.3,5.8,6.5,0,Yes
10/29/2018,4,35,25.2,6.7,9.1,0,Yes
10/30/2018,24,33,25.7,5.1,14.8,0,Yes
10/31/2018,83,37,25,4.3,15.7,0,Yes
11/1/2018,84,45,24.6,4.8,13.8,0,Yes
11/2/2018,91,70,22.4,4.7,10.8,0.1,Yes
11/3/2018,99,86,21.5,4,6.2,8.3,No
11/4/2018,92,83,23.7,3.4,15.6,Trace,No
11/5/2018,77,79,24.5,3.2,23.3,Trace,No
11/6/2018,41,78,24.7,3.8,22.9,0,No
11/7/2018,73,77,25,3.5,16.7,0,No
11/8/2018,81,75,25.2,3.4,6.2,Trace,No
11/9/2018,82,74,24.5,4.2,13.5,0,No
11/10/2018,88,78,23.9,2,22.8,Trace,No
11/11/2018,68,79,23.8,3.2,13.8,0,No
11/12/2018,76,77,24.9,4.8,7.2,Trace,No
11/13/2018,80,76,24.3,3.1,16.6,Trace,No
11/14/2018,80,76,23.5,2.8,22.6,Trace,No
11/15/2018,86,82,23.2,0.9,20.4,Trace,No
11/16/2018,87,85,23.9,2,14.2,1.1,No
11/17/2018,96,87,23.5,0.7,16.6,0.5,No
11/18/2018,85,84,23.8,3.1,16.3,0,No
11/19/2018,78,75,23.9,3.8,9.1,0,No
11/20/2018,84,80,23.1,2,21.9,0.1,No
11/21/2018,82,81,23.9,6,13.1,2.4,No
11/22/2018,88,65,20.4,3.1,11.9,0.2,No
11/23/2018,40,66,20.9,5.3,7.7,Trace,No
11/24/2018,78,73,21.7,2.6,18.2,Trace,No
11/25/2018,95,84,19.5,4.2,10.7,21,No
11/26/2018,93,89,19,3.9,9.6,15.7,No
11/27/2018,89,83,20.5,3.5,9.9,16.3,No
11/28/2018,88,89,20.3,2.2,11.7,7.7,No
11/29/2018,46,75,21.3,3.5,17.5,Trace,No
11/30/2018,46,72,21.5,3.1,22.5,0,No
12/1/2018,56,78,22.1,3.1,17.1,0,No
12/2/2018,51,83,22.4,3.1,14.5,0,No
12/3/2018,58,79,23.7,4,11,0,No
12/4/2018,58,78,24.8,4.4,5.7,0,No
12/5/2018,82,82,23.6,2.3,17.2,Trace,No
12/6/2018,83,84,23.3,3.5,16.8,0.1,No
12/7/2018,90,88,21.1,4.8,13.4,1,No
12/8/2018,88,76,18,3,14,0,No
12/9/2018,90,75,17,1.9,11.3,Trace,No
12/10/2018,88,75,17,3.2,7.8,0.2,No
12/11/2018,84,68,18,3.9,12.8,Trace,No
12/12/2018,84,67,14.9,2.8,10.8,0,No
12/13/2018,86,68,15.6,4.6,10.1,0,No
12/14/2018,88,72,16.8,2.7,10.9,0,No
12/15/2018,64,75,18.9,4,9.7,0,No
12/16/2018,88,74,19.3,2.9,9.7,Trace,No
12/17/2018,38,56,18,5.4,9,0,No
12/18/2018,38,60,18.1,4,14.8,0,No
12/19/2018,78,78,19.9,3,21.1,0,No
12/20/2018,80,84,21.6,3.1,13.8,0,No
12/21/2018,68,86,22.4,3.6,13,0,No
12/22/2018,66,77,22.2,5.2,14.1,0,No
12/23/2018,96,89,20.1,5,6.5,10.5,No
12/24/2018,99,86,18,2.2,11.3,0.1,No
12/25/2018,90,81,19.7,2.6,14,0,No
12/26/2018,27,84,20.9,4.9,3.5,0,No
12/27/2018,77,79,20.6,3.9,12.7,Trace,No
12/28/2018,79,70,18.1,3.9,17.8,Trace,No
12/29/2018,87,68,14,3.8,15.6,Trace,No
12/30/2018,83,67,12.6,5.1,13.8,Trace,No
12/31/2018,77,68,13.2,3.8,12,0,No
1/1/2019,84,68,13.8,4.5,12.5,Trace,No
1/2/2019,87,68,14.8,2.9,10.8,Trace,No
1/3/2019,91,84,16.2,2.4,11.8,0.1,No
1/4/2019,87,83,18.8,4.1,16.7,0.1,No
1/5/2019,88,87,19.8,3.8,6.7,0,No
1/6/2019,92,83,18.6,2.4,12,Trace,No
1/7/2019,89,83,18.5,2.6,16.3,0,No
1/8/2019,94,84,19.2,3.5,6.4,0.2,No
1/9/2019,89,84,17.8,1.5,20.2,0,No
1/10/2019,88,82,19.2,3.4,14.3,0,No
1/11/2019,55,84,20.6,5.1,9.4,0,No
1/12/2019,64,83,20.9,3.5,6.9,Trace,No
1/13/2019,91,89,18.5,2.1,16.3,Trace,No
1/14/2019,94,86,18.5,2.1,15.4,Trace,No
1/15/2019,88,88,19,4.1,7.7,4,No
1/16/2019,87,72,17.3,4,8.7,0,No
1/17/2019,55,70,16.7,4.9,8.9,0,No
1/18/2019,79,75,17.1,2.7,13.5,0,No
1/19/2019,85,75,18.8,4.8,13.8,0.2,No
1/20/2019,76,73,20.4,5.3,10.3,0.1,No
1/21/2019,66,64,17.8,4.2,9.4,0,No
1/22/2019,21,53,16,6,7.2,0,No
1/23/2019,3,62,16.2,5.5,8.7,0,No
1/24/2019,10,71,16.9,4.6,16.3,0,No
1/25/2019,13,67,18.7,6.1,9.3,0,No
1/26/2019,17,73,18.2,4.5,14.9,0,No
1/27/2019,80,71,16.9,3.8,20.6,0,No
1/28/2019,63,68,17.5,4.6,20.3,0,No
1/29/2019,39,74,18.5,3.6,15.8,0,No
1/30/2019,69,73,19.3,4.4,15.6,0,No
1/31/2019,67,76,21.7,5.6,5.7,0,No
2/1/2019,84,70,18.8,4.4,12.8,0,No
2/2/2019,84,80,18.6,3.8,18.6,Trace,No
2/3/2019,70,83,21.8,5.7,5.9,Trace,No
2/4/2019,61,83,21.7,6,9.9,0,No
2/5/2019,84,84,20.1,4.1,16.8,0,No
2/6/2019,83,85,22.1,4.4,8.3,0,No
2/7/2019,57,83,23,4.5,7.4,Trace,No
2/8/2019,78,87,21.7,5.4,10.5,Trace,No
2/9/2019,99,90,19.3,1.7,19.5,0.8,No
2/10/2019,89,90,18,1.4,22.8,0.8,No
2/11/2019,94,85,18.4,2.1,13.7,Trace,No
2/12/2019,69,82,19,5,13,0.2,No
2/13/2019,68,80,21.1,6.1,9.5,0,No
2/14/2019,78,83,20.4,4.7,19.6,Trace,No
2/15/2019,84,84,20.4,3.6,15.2,0.2,No
2/16/2019,72,81,22.4,5.9,10.9,0,No
2/17/2019,91,86,18.8,2.2,23.2,0.1,No
2/18/2019,91,90,17.9,2.5,18.1,18.1,No
2/19/2019,79,91,20.3,5.3,15,31,No
2/20/2019,84,92,22.6,4.8,13.2,0.2,No
2/21/2019,88,93,21.4,2.8,13,Trace,No
2/22/2019,79,82,20.4,5.9,13.9,1.6,No
2/23/2019,95,87,18.1,4.9,20.3,12.3,No
2/24/2019,88,83,16.9,5.4,8,3.4,No
2/25/2019,92,85,18,2.2,11.8,Trace,No
2/26/2019,96,88,18.7,2.1,17.3,Trace,No
2/27/2019,82,85,20.7,5,15.3,Trace,No
2/28/2019,67,85,22.8,6.1,8.8,0,No
3/1/2019,91,89,20.8,2.8,18.4,0.4,No
3/2/2019,84,87,21.5,4,14.4,Trace,No
3/3/2019,85,87,21.5,3.5,5.8,6.3,No
3/4/2019,83,82,20.9,3.3,17.4,10.2,No
3/5/2019,89,88,22.2,9,13.9,30.3,No
3/6/2019,91,92,20.5,2.4,15.6,45.5,No
3/7/2019,89,93,17.9,5,18,29.6,No
3/8/2019,95,92,16.5,2.3,29.4,11.5,No
3/9/2019,95,95,17.8,1.7,17.7,14.5,No
3/10/2019,86,87,17.7,1.5,6.2,4.6,No
3/11/2019,58,81,18.4,7.1,5.3,7.6,No
3/12/2019,15,77,20.1,6.8,10.9,0,No
3/13/2019,66,71,20.8,3.8,19,0,No
3/14/2019,95,83,20.4,1.7,14.1,6.4,No
3/15/2019,89,81,18.7,2.7,8.7,0.4,No
3/16/2019,85,65,20.2,4,23.3,0,No
3/17/2019,85,77,20.9,3,20.4,0,No
3/18/2019,70,82,21.7,5,16,0,No
3/19/2019,42,84,23.4,6.7,10.2,0,No
3/20/2019,86,88,23.5,2.9,12.5,0,No
3/21/2019,79,81,25.3,3.8,3.6,0,No
3/22/2019,84,84,25.8,2.7,5.3,Trace,No
3/23/2019,99,89,20,7.6,23,3.3,No
3/24/2019,100,88,17.5,1.6,26.3,0.3,No
3/25/2019,92,85,20.5,5.4,8.9,1,No
3/26/2019,86,85,21.9,3.8,15.9,0,No
3/27/2019,77,82,22.3,5,14.4,Trace,No
3/28/2019,57,84,24.4,5.6,6.6,0,No
3/29/2019,81,86,24.4,3.4,8,6.9,No
3/30/2019,81,86,23.1,1.5,12.8,Trace,No
3/31/2019,93,85,21.4,2.7,27.1,7.7,No
4/1/2019,91,81,20.3,1.9,28.8,Trace,No
4/2/2019,89,76,20.7,4.1,19.9,Trace,No
4/3/2019,85,80,22.8,5,17.9,Trace,No
4/4/2019,86,83,21.7,3.4,18.5,Trace,No
4/5/2019,37,76,24,6.5,8.9,0,No
4/6/2019,27,79,25.1,5.7,6.2,0,No
4/7/2019,48,80,25.7,4.3,9.1,0,No
4/8/2019,80,80,26.7,4.8,6.2,0,No
4/9/2019,79,81,26.6,3.4,4.9,0,No
4/10/2019,79,80,27.1,4.8,8.6,0,No
4/11/2019,84,81,27.3,4.6,5.6,0.7,No
4/12/2019,91,89,22.3,4.2,25.4,6.1,No
4/13/2019,98,92,21.2,2,24.4,3.8,No
4/14/2019,92,90,22.7,2.5,16.5,10.4,No
4/15/2019,91,85,22.1,2.2,24,1.1,No
4/16/2019,87,91,21.2,4.1,14,9.2,No
4/17/2019,77,85,23.5,4.6,8.4,0,No
4/18/2019,91,90,24,2,14,6.7,No
4/19/2019,90,93,23.7,7.3,11,75.8,No
4/20/2019,93,95,23.3,4.3,12,43.6,No
4/21/2019,81,88,26.2,6.9,9.1,0.3,No
4/22/2019,72,84,27.5,4.5,6.5,0,No
4/23/2019,58,81,28,5,7.9,0,No
4/24/2019,57,78,28,5,9.1,0,No
4/25/2019,39,77,28.5,4.7,14.2,0,No
4/26/2019,58,81,28.4,5.3,8.3,0.9,No
4/27/2019,91,86,24.9,4.1,23,16.6,No
4/28/2019,85,89,24.3,4.2,16,3.1,No
4/29/2019,71,86,26.4,4.5,14.1,0,No
4/30/2019,83,82,26.7,3.5,8.8,7.5,No
5/1/2019,85,78,25.4,3.3,15.1,0.2,No
5/2/2019,89,80,23,2.7,20.3,0.5,No
5/3/2019,91,81,21.8,4.7,22.4,5.3,No
5/4/2019,88,76,22.6,2.6,28,8.4,No
5/5/2019,94,93,21.7,1.4,23.8,8.3,No
5/6/2019,95,90,21.8,2.8,26.1,11.3,No
5/7/2019,95,87,20.5,2.5,32.7,17,No
5/8/2019,93,88,20.4,1.4,27.4,25.1,No
5/9/2019,92,90,22.7,6.1,7.9,10,No
5/10/2019,63,87,23.9,4,10.3,0,No
5/11/2019,14,76,25.3,6.1,14.7,0,No
5/12/2019,57,80,25.5,5.4,17.5,0,No
5/13/2019,92,89,25.1,2.4,15.5,Trace,No
5/14/2019,64,84,27.5,5.9,7.8,0,No
5/15/2019,85,85,28.5,4.5,5.6,Trace,No
5/16/2019,82,83,29.2,3.7,15.3,0.8,No
5/17/2019,82,80,29.6,3.2,15.4,0.1,No
5/18/2019,77,80,30,3.8,13,Trace,No
5/19/2019,79,80,30.2,3.1,12.6,0,No
5/20/2019,85,83,29.1,7,9.5,9,No
5/21/2019,91,82,25,3.9,21.8,3.3,No
5/22/2019,77,83,25.3,5.7,17.9,0.7,No
5/23/2019,89,90,25.9,2.1,14.3,6.5,No
5/24/2019,97,92,24.8,2,15.4,21.5,No
5/25/2019,89,90,26.7,3.8,11.5,2.4,No
5/26/2019,83,92,26.5,3.4,9.4,15.1,No
5/27/2019,87,93,26.5,2.6,5.5,27.8,No
5/28/2019,87,92,25.9,3.8,8.3,43.9,No
5/29/2019,95,91,24.7,2.3,20,3.2,No
5/30/2019,97,89,24.4,2.7,20,3.2,No
5/31/2019,93,93,25.7,1.7,6.8,11,No
6/1/2019,85,87,27.2,5.7,8.8,32.6,No
6/2/2019,81,86,27.2,5.8,8.4,3,No
6/3/2019,83,85,27.5,4.9,9.5,34.1,No
6/4/2019,84,89,28,5.2,6.9,38.1,No
6/5/2019,78,82,29.4,5.2,4.8,0,No
6/6/2019,76,78,30.2,4.5,4.7,Trace,No
6/7/2019,72,77,30.1,4.6,10.5,0,No
6/8/2019,76,76,30.1,4.2,13,1.1,No
6/9/2019,82,79,30.1,3.9,15,4.1,No
6/10/2019,86,81,29.5,5.9,14.3,3.3,No
6/11/2019,90,91,27.5,4.8,6.5,111.6,No
6/12/2019,89,91,27.5,3.1,14.5,1.5,No
6/13/2019,90,88,27.7,5.2,10.7,55.8,No
6/14/2019,58,76,28.4,6.2,10.2,16.5,No
6/15/2019,42,74,28.6,5,14.8,Trace,No
6/16/2019,77,80,27.9,3.3,22.7,0,No
6/17/2019,87,88,27.6,1.9,15.3,4.7,No
6/18/2019,82,88,28.6,2.5,8.5,11.1,No
6/19/2019,84,87,28.9,5.2,4.2,14,No
6/20/2019,66,80,30.1,4.3,9,0.5,No
6/21/2019,79,77,30.8,3.3,14.2,0.7,No
6/22/2019,81,78,30.7,4.3,15.2,0.7,No
6/23/2019,84,80,30.3,3.1,16.4,3.2,No
6/24/2019,88,85,29.1,5.9,13.4,16.8,No
6/25/2019,88,89,27.2,4.9,7.3,35.4,No
6/26/2019,78,86,28.6,5.3,7.5,0.9,No
6/27/2019,78,83,30.2,4.2,7.4,3.5,No
6/28/2019,77,82,30.5,3.4,4.8,2.2,No
6/29/2019,72,79,31,3.8,6.2,0.6,No
6/30/2019,74,85,29.5,6.1,7,33.1,No
7/1/2019,72,82,30,6.4,16.2,15.3,No
7/2/2019,82,85,28.9,4.8,18.5,19.1,Yes
7/3/2019,93,95,26.6,3.2,7.6,79.1,Yes
7/4/2019,85,84,29.1,5.3,4.2,13,Yes
7/5/2019,83,79,29.5,5.2,13,1.3,No
7/6/2019,85,80,29.8,3.7,14,1.5,No
7/7/2019,88,81,29.7,2.5,8.6,4.3,No
7/8/2019,85,79,30.1,3.2,6.4,0.1,No
7/9/2019,88,80,30,3,15.4,6,No
7/10/2019,88,86,28.6,3.7,13.4,14.3,No
7/11/2019,87,86,28.8,3.4,6,6,No
7/12/2019,82,80,29.9,4.2,7.3,2.6,No
7/13/2019,88,77,30.1,3,14,Trace,No
7/14/2019,85,79,30.1,3.1,10,Trace,No
7/15/2019,74,77,30.4,5,4.9,0,No
7/16/2019,47,76,30.3,5,7.8,0,No
7/17/2019,66,79,30.5,4.8,10.8,0,No
7/18/2019,53,75,31.3,5.4,13,Trace,No
7/19/2019,73,83,29.5,5.9,9.8,22.6,No
7/20/2019,85,87,28.6,5.3,10.4,6.4,No
7/21/2019,85,83,29.3,4.2,7.2,0.1,No
7/22/2019,88,82,29.2,4.4,6.4,0.4,No
7/23/2019,75,80,29.5,5.5,12.8,Trace,No
7/24/2019,68,81,30,4.7,10.8,Trace,No
7/25/2019,62,79,30.1,4.3,8,1,No
7/26/2019,63,76,30.7,4.7,12.3,Trace,No
7/27/2019,78,76,30.6,4.3,12.5,0,No
7/28/2019,77,80,29.6,4.3,9.1,0.5,No
7/29/2019,79,82,28.8,4,16.3,1,No
7/30/2019,84,82,28.9,4.8,30.6,12.8,Yes
7/31/2019,91,91,26.2,3.6,36.8,121.1,Yes
8/1/2019,94,94,26.4,2.7,23.6,98.3,Yes
8/2/2019,88,91,27,3.1,14.8,8.2,Yes
8/3/2019,88,91,26.7,2.2,16.3,28.4,Yes
8/4/2019,87,83,27.9,3.3,12.4,Trace,No
8/5/2019,34,77,29.7,8,13.3,0,No
8/6/2019,65,78,29.8,3.5,10.4,Trace,No
8/7/2019,43,70,30.1,5.6,14.1,0,No
8/8/2019,43,74,30.4,5.8,12.6,0,No
8/9/2019,36,75,31.3,7,17.8,0,No
8/10/2019,83,83,30.6,3.8,20.3,0,No
8/11/2019,85,82,30.4,3.5,19.7,1.1,No
8/12/2019,78,80,30.8,4.8,16.3,0.4,No
8/13/2019,67,79,30.8,4.5,18.3,9.2,No
8/14/2019,70,80,30,8.2,13.8,54.4,No
8/15/2019,69,79,30,5.9,17.5,5.6,No
8/16/2019,82,81,30,4.4,15.8,1.1,No
8/17/2019,87,87,28,4.2,8.5,42.2,No
8/18/2019,84,86,27.8,6.6,12.4,19,No
8/19/2019,81,83,28.8,5,7.7,0.1,No
8/20/2019,74,79,29.1,3.7,14.8,Trace,No
8/21/2019,74,74,29.5,5.2,12.5,0,Yes
8/22/2019,62,77,29.7,5.5,8.7,0,Yes
8/23/2019,65,80,29.4,3.2,8.4,0.7,Yes
8/24/2019,56,75,30.9,6.2,17.3,0,Yes
8/25/2019,95,89,27.2,7.5,11.9,88.4,Yes
8/26/2019,81,95,25.7,5.8,9,178.3,Yes
8/27/2019,57,88,28.6,4.5,11,2.9,Yes
8/28/2019,72,77,29.9,6.6,13.2,0,Yes
8/29/2019,80,83,29,2.9,22.4,5.9,Yes
8/30/2019,83,86,27.7,5.1,8.7,8.5,Yes
8/31/2019,90,91,26.9,5.3,14.3,43.7,No
9/1/2019,85,82,28.2,4.8,25.8,8.5,Yes
9/2/2019,88,90,26.9,2.9,27.3,38.4,Yes
9/3/2019,85,80,28.4,4.7,23.4,12.9,Yes
9/4/2019,89,91,26.8,2.8,20.1,62.2,Yes
9/5/2019,89,88,27.2,3.9,14.8,31.8,No
9/6/2019,55,79,28.9,5.6,13.4,0.2,No
9/7/2019,25,79,29.8,5.8,3.2,0.4,No
9/8/2019,31,80,30,5,5.3,0.4,No
9/9/2019,47,78,30,5,5.1,0,No
9/10/2019,27,76,30.1,5.1,12.4,0,No
9/11/2019,38,73,30.2,4.9,11.7,Trace,No
9/12/2019,44,73,30.3,5.2,10.2,0,No
9/13/2019,64,77,30.1,4.3,11.8,Trace,No
9/14/2019,69,78,29.8,3.9,10.5,Trace,No
9/15/2019,51,76,29.2,6.3,8.4,11,No
9/16/2019,73,76,29.3,6,11.4,4.3,No
9/17/2019,80,76,29.2,3.9,18.1,2.1,No
9/18/2019,79,79,28.8,6.2,9.8,18,No
9/19/2019,54,74,28,7.5,6,8.7,No
9/20/2019,9,52,29,6.4,7.7,0,No
9/21/2019,2,42,29.2,6,9.5,0,No
9/22/2019,7,40,28.3,5.4,13.4,0,No
9/23/2019,41,57,27.7,5.3,14.1,0,No
9/24/2019,59,70,27.5,4,14.6,0,No
9/25/2019,32,71,27.3,5.1,9.7,Trace,No
9/26/2019,43,71,27.5,5.3,12.9,0,No
9/27/2019,46,72,27.6,4.9,8.5,Trace,No
9/28/2019,33,71,28.2,6.3,6.4,0,No
9/29/2019,33,75,28.7,5.1,6.8,0,No
9/30/2019,21,64,30.1,6.2,11.7,0,No
10/1/2019,11,59,30.3,4.8,13.3,0,No
10/2/2019,20,71,29.5,4.2,12,0,No
10/3/2019,22,67,29,4.4,9.2,0,No
10/4/2019,22,70,28.6,4.4,7.4,0,No
10/5/2019,18,69,29.1,5.5,5.8,0,No
10/6/2019,87,81,26.3,6,19.3,46.8,No
10/7/2019,83,86,26.3,5.1,21.7,17.9,No
10/8/2019,66,79,27.7,5.1,17.9,4.9,No
10/9/2019,55,75,27.8,3.1,20.6,Trace,No
10/10/2019,35,76,27.9,3.7,13.3,0,No
10/11/2019,24,75,28.5,4.8,8.5,0,No
10/12/2019,51,78,28.6,4.1,6.7,0.3,No
10/13/2019,81,84,27.2,6.3,10,13.6,No
10/14/2019,80,86,25.8,4.7,11.7,52.1,No
10/15/2019,56,74,26,6.6,20.8,10.4,No
10/16/2019,37,67,25.5,5.7,22.1,0,No
10/17/2019,31,70,26.2,5.8,12.6,0,No
10/18/2019,57,70,26.5,4.3,7.9,Trace,No
10/19/2019,34,72,26.2,5.4,12.4,0,No
10/20/2019,42,76,25.4,4.9,15.1,3.5,No
10/21/2019,35,72,25.3,5.3,14.2,0,No
10/22/2019,21,68,25,4.6,15.7,0,No
10/23/2019,28,71,25.5,5.2,18.1,0,No
10/24/2019,51,71,26.2,5,18.1,0,No
10/25/2019,33,75,25.8,4,21.6,0,No
10/26/2019,73,75,25.9,3.6,19.6,Trace,No
10/27/2019,59,76,25.7,5,13.3,Trace,No
10/28/2019,79,77,25.2,6.6,11.3,Trace,No
10/29/2019,54,65,22.7,4.4,11,0,No
10/30/2019,81,60,24,4.9,13.6,0,No
10/31/2019,78,68,24.8,4,15.4,0,No
11/1/2019,49,73,25.7,5.3,21.1,0,No
11/2/2019,31,74,25.3,4.3,16.8,0,No
11/3/2019,48,74,25.7,5,10.8,0,No
11/4/2019,28,56,25,5.8,13.3,0,No
11/5/2019,11,56,23.9,5.8,12.5,0,No
11/6/2019,47,69,23.8,4.2,16.4,0,No
11/7/2019,32,56,23.8,5.5,12.1,0,No
